Wall time,Step,Value
1681963718.493969,0,62.66310501098633
1681963738.5334442,1,45.21744155883789
1681963758.1521368,2,89.91992950439453
1681963778.2157788,3,97.77318572998047
1681963799.6797352,4,145.3941192626953
1681963829.78475,5,58.93156433105469
1681963850.9896812,6,114.54753112792969
1681963871.4910784,7,145.88455200195312
1681963892.2702053,8,80.63847351074219
1681963914.6064463,9,94.72969055175781
