actor_loss,buffer_size,critic_loss,episode,episode_length,episode_reward,fps,frame,step,total_time
-0.6644122117757797,50.0,0.6900085050612688,1.0,100.0,0.0,1.0932303492195037,100,50.0,91.47203326225281
-1.3449520444869996,100.0,0.09584549698978663,2.0,100.0,0.0,29.378781175744102,200,100.0,94.87585139274597
-1.8945972108840943,150.0,0.05282795634120703,3.0,100.0,0.0,28.965631737180736,300,150.0,98.3282196521759
-2.4133151817321776,200.0,0.08979296661913395,4.0,100.0,0.0,29.193774283749878,400,200.0,101.7536084651947
-2.7307676672935486,250.0,0.10569954603910446,5.0,100.0,0.0,28.808002467115994,500,250.0,105.22486734390259
-3.146757640838623,300.0,0.21523708365857602,6.0,100.0,10.0,28.994844282909717,600,300.0,108.673757314682
-3.9812465286254883,350.0,0.22440670296549797,7.0,100.0,0.0,28.834649669618326,700,350.0,112.14180755615234
-4.655958247184754,400.0,0.5848257470130921,8.0,100.0,13.0,28.907962656706985,800,400.0,115.60106301307678
-5.779546585083008,450.0,0.4834054210782051,9.0,100.0,0.0,28.934204359462875,900,450.0,119.05718111991882
-6.72023256778717,500.0,0.6669479066133499,10.0,100.0,11.0,28.81347444088634,1000,500.0,122.52778124809265
-7.8372155284881595,550.0,1.350234934091568,11.0,100.0,0.0,28.833079773231958,1100,550.0,125.99602031707764
-8.480542306900025,600.0,1.0396463942527772,12.0,100.0,0.0,28.545774432448844,1200,600.0,129.49916672706604
-8.742650899887085,650.0,1.0386354434490204,13.0,100.0,11.0,28.50174908821739,1300,650.0,133.00772428512573
-9.973145971298218,700.0,1.2518689358234405,14.0,100.0,10.0,28.591512658155366,1400,700.0,136.50526642799377
-11.309246129989624,750.0,1.5329821145534515,15.0,100.0,0.0,28.479735088401643,1500,750.0,140.01653575897217
-12.31113142967224,800.0,1.8736710894107818,16.0,100.0,0.0,28.554202759631067,1600,800.0,143.518648147583
-13.165180740356446,850.0,2.896188852787018,17.0,100.0,17.0,28.541380539197018,1700,850.0,147.02233457565308
-14.203700942993164,900.0,5.892865169048309,18.0,100.0,0.0,28.546149394027005,1800,900.0,150.5254349708557
-15.499438343048096,950.0,7.1657575464248655,19.0,100.0,0.0,28.632346157860653,1900,950.0,154.01798939704895
-16.01724088668823,1000.0,5.3263785266876225,20.0,100.0,0.0,28.441933092116567,2000,1000.0,157.5339252948761
-17.367612743377684,1050.0,6.450088868141174,21.0,100.0,0.0,28.491592294893916,2100,1050.0,161.04373383522034
-18.225940933227537,1100.0,8.401781859397888,22.0,100.0,9.0,28.58620258869719,2200,1100.0,164.541925907135
-19.825675621032715,1150.0,9.217514362335205,23.0,100.0,0.0,28.554577942663105,2300,1150.0,168.0439920425415
-21.586650009155274,1200.0,8.029198007583618,24.0,100.0,0.0,28.170900749302394,2400,1200.0,171.59375548362732
-23.187518997192385,1250.0,9.906849842071534,25.0,100.0,0.0,28.153598767936383,2500,1250.0,175.1457006931305
-24.93391632080078,1300.0,12.470326118469238,26.0,100.0,0.0,28.25027552798895,2600,1300.0,178.68549013137817
-25.769385261535646,1350.0,14.703513679504395,27.0,100.0,0.0,28.328746061600224,2700,1350.0,182.21547412872314
-27.399941749572754,1400.0,14.004076538085938,28.0,100.0,0.0,28.294494522504635,2800,1400.0,185.74973130226135
-27.805749549865723,1450.0,17.93840166091919,29.0,100.0,0.0,28.05904173877989,2900,1450.0,189.31364607810974
-28.64756488800049,1500.0,18.940188274383544,30.0,100.0,0.0,28.09599022110692,3000,1500.0,192.87287425994873
-28.796946067810058,1550.0,26.14041687011719,31.0,100.0,0.0,28.01887696803481,3100,1550.0,196.4418978691101
-29.57390941619873,1600.0,20.49961793899536,32.0,100.0,0.0,28.169396618856265,3200,1600.0,199.99185061454773
-29.357412490844727,1650.0,20.72132411956787,33.0,100.0,0.0,28.379268126417294,3300,1650.0,203.51555037498474
-30.67137310028076,1700.0,20.744600410461427,34.0,100.0,0.0,28.291271048707845,3400,1700.0,207.05021023750305
-32.195203704833986,1750.0,19.648506736755373,35.0,100.0,0.0,28.281420055926265,3500,1750.0,210.58610153198242
-33.492163009643555,1800.0,20.3519326210022,36.0,100.0,0.0,28.21331703886846,3600,1800.0,214.13052797317505
-35.00820678710937,1850.0,21.79122833251953,37.0,100.0,0.0,28.21273063362317,3700,1850.0,217.6750283241272
-37.21876411437988,1900.0,20.348718566894533,38.0,100.0,0.0,28.118900135931685,3800,1900.0,221.23135614395142
-38.89351379394531,1950.0,19.830906753540038,39.0,100.0,0.0,28.21668412197981,3900,1950.0,224.7753598690033
-39.90670883178711,2000.0,17.87905212402344,40.0,100.0,0.0,28.150885326142692,4000,2000.0,228.3276469707489
-40.2012459564209,2050.0,16.043236351013185,41.0,100.0,0.0,28.17133026005546,4100,2050.0,231.8773558139801
-40.78604522705078,2100.0,14.020289115905761,42.0,100.0,0.0,28.08657565016815,4200,2100.0,235.43777656555176
-40.96594902038574,2150.0,11.411421279907227,43.0,100.0,0.0,27.93511211731204,4300,2150.0,239.01750206947327
-42.19462928771973,2200.0,10.098759775161744,44.0,100.0,0.0,28.049344275395974,4400,2200.0,242.58264875411987
-42.87218925476074,2250.0,8.882000532150268,45.0,100.0,0.0,27.902252600994643,4500,2250.0,246.16658973693848
-43.661251831054685,2300.0,8.317294807434083,46.0,100.0,0.0,27.92544991237144,4600,2300.0,249.747554063797
-44.07857841491699,2350.0,7.4377365398406985,47.0,100.0,0.0,28.148837364128283,4700,2350.0,253.30009984970093
-44.249425735473636,2400.0,7.09220742225647,48.0,100.0,0.0,28.08014861985093,4800,2400.0,256.86133575439453
-44.266422729492184,2450.0,6.883949022293091,49.0,100.0,0.0,28.06178068464444,4900,2450.0,260.42490243911743
-44.90783706665039,2500.0,6.907870464324951,50.0,100.0,0.0,27.76482606405253,5000,2500.0,264.0265827178955
-47.22865715026855,2550.0,8.011487340927124,51.0,100.0,0.0,27.93404420345326,5100,2550.0,267.60644483566284
-48.777937774658206,2600.0,8.327577886581421,52.0,100.0,0.0,27.852961895341018,5200,2600.0,271.1967282295227
-50.015165939331055,2650.0,9.19193841934204,53.0,100.0,0.0,27.93052103893475,5300,2650.0,274.77704191207886
-51.44708992004394,2700.0,9.537219820022584,54.0,100.0,0.0,27.747864945303487,5400,2700.0,278.38092398643494
-52.96695739746094,2750.0,10.179271068572998,55.0,100.0,0.0,27.977233225499166,5500,2750.0,281.95526003837585
-53.82974212646484,2800.0,10.479751329421997,56.0,100.0,0.0,27.85227385313924,5600,2800.0,285.54563212394714
-54.108783874511715,2850.0,11.663845405578613,57.0,100.0,0.0,27.757558936032066,5700,2850.0,289.1482558250427
-54.37500282287598,2900.0,12.076746006011962,58.0,100.0,0.0,27.789838971741823,5800,2900.0,292.74669432640076
-54.35357406616211,2950.0,13.23888957977295,59.0,100.0,0.0,27.736602056221734,5900,2950.0,296.35204005241394
-54.25350677490234,3000.0,13.554786281585693,60.0,100.0,0.0,27.620371873383537,6000,3000.0,299.9725570678711
-53.774758377075194,3050.0,15.456414108276368,61.0,100.0,0.0,27.784574001737305,6100,3050.0,303.57167744636536
-53.345724716186524,3100.0,16.051019611358644,62.0,100.0,0.0,27.650000102180243,6200,3100.0,307.18831515312195
-54.373548126220705,3150.0,21.174103145599364,63.0,100.0,0.0,27.584476103276053,6300,3150.0,310.81354427337646
-57.78891189575195,3200.0,23.022683143615723,64.0,100.0,0.0,27.484665664167235,6400,3200.0,314.4519383907318
-61.087543411254885,3250.0,28.887451972961426,65.0,100.0,0.0,27.663798014300106,6500,3250.0,318.06677174568176
-62.45776893615723,3300.0,30.066851234436037,66.0,100.0,0.0,27.48629028949734,6600,3300.0,321.7049505710602
-63.41571197509766,3350.0,38.081896171569824,67.0,100.0,36.0,27.79864844999635,6700,3350.0,325.30224895477295
